text,label
Triamterene (triamterene) interacts with eplerenone,1
Fluticasone nasal (fluticasone nasal) interacts with ketoconazole,1
Ketalar (ketamine) interacts with morphine liposomal,1
Primidone (primidone) interacts with clobetasol topical,0
Levofloxacin (levofloxacin (oral)) interacts with risperidone (injection),0
Ranitidine (ranitidine) interacts with triptorelin,0
Xolair (omalizumab) interacts with toripalimab,1
Mefenamic acid (mefenamic acid) interacts with denosumab,0
Methimazole (methimazole) interacts with selumetinib,0
Carvedilol (carvedilol) interacts with tolvaptan,0
Hyoscyamine (hyoscyamine) interacts with thioridazine,1
Farxiga (dapagliflozin) interacts with inavolisib,1
"Lybalvi (olanzapine and samidorphan) interacts with telmisartan, amlodipine, and indapamide",0
Tradjenta (linagliptin) interacts with ranolazine,0
Gabarone (gabapentin) interacts with raloxifene,0
Jakafi (ruxolitinib) interacts with ponatinib,1
Humulin N (insulin isophane) interacts with fenfluramine,1
Votrient (pazopanib) interacts with rituximab,0
Xofluza (baloxavir marboxil) interacts with lacosamide (oral/injection),0
Clonidine (clonidine (oral)) interacts with sertraline,0
Ruconest (c1 esterase inhibitor recombinant injection (conestat alfa)) interacts with conjugated estrogens topical,1
Sudafed (pseudoephedrine) interacts with dihydroergotamine,1
Opzelura (ruxolitinib topical) interacts with estramustine,1
Darzalex (daratumumab) interacts with talimogene laherparepvec,1
Glucophage (metformin) interacts with interferon beta-1a,0
Orphenadrine (orphenadrine) interacts with topiramate,1
Coreg (carvedilol) interacts with relugolix,1
Esomeprazole (esomeprazole (oral)) interacts with mavacamten,1
Keppra (levetiracetam (oral/injection)) interacts with fulvestrant,0
Zenpep (pancrelipase) interacts with clobetasol topical,0
Risdiplam (risdiplam) interacts with selumetinib,1
Versed (midazolam (oral)) interacts with ondansetron (oral),0
"Widaplik (telmisartan, amlodipine, and indapamide) interacts with guanfacine",0
Nortriptyline (nortriptyline) interacts with yellow fever vaccine,0
Keppra (levetiracetam (oral/injection)) interacts with ampicillin and sulbactam,0
Flovent (fluticasone inhalation) interacts with delavirdine,1
Lorlatinib (lorlatinib) interacts with pirtobrutinib,1
Ginger (ginger) interacts with piperacillin and tazobactam,0
Victoza (liraglutide) interacts with norgestrel,1
"Genvoya (cobicistat, elvitegravir, emtricitabine, and tenofovir) interacts with benztropine (oral/injection)",0
"Montelukast (montelukast) interacts with relugolix, estradiol and norethindrone acetate",0
Viagra (sildenafil (oral)) interacts with repotrectinib,1
OxyContin (oxycodone) interacts with flurazepam,1
Upadacitinib (upadacitinib) interacts with sipuleucel-T,0
Nitrofurantoin (nitrofurantoin) interacts with metformin,0
Treanda (bendamustine) interacts with ozanimod,1
Zoloft (sertraline) interacts with tretinoin,0
Luxiq (betamethasone topical) interacts with rivaroxaban,0
Clotrimazole (clotrimazole) interacts with butorphanol,1
Ultravate (halobetasol topical) interacts with testosterone oral,0
AndroGel (testosterone topical) interacts with neomycin,0
BuSpar (buspirone) interacts with itraconazole,1
Temazepam (temazepam) interacts with risedronate,0
Humulin N (insulin isophane) interacts with chlorthalidone,0
Carbamazepine (carbamazepine (oral)) interacts with dimenhydrinate,0
Prevnar 20 (Pneumococcal 20-valent conjugate vaccine) interacts with allogeneic processed thymus tissue,1
Atogepant interacts with oxycodone,0
Cinryze (complement C1 esterase inhibitor) interacts with mesalamine,0
Zytiga (abiraterone) interacts with Bevacizumab,0
Kapvay (clonidine (oral)) interacts with nitrofurantoin,0
Azulfidine (sulfasalazine) interacts with metronidazole,0
Kayexalate (sodium polystyrene sulfonate) interacts with arsenic trioxide,1
Mylotarg (gemtuzumab ozogamicin) interacts with ritlecitinib,1
Oxcarbazepine (oxcarbazepine) interacts with sodium oxybate,1
Trokendi XR (topiramate) interacts with pyrilamine,1
Lyrica (pregabalin) interacts with hydromorphone,1
Flagyl (metronidazole (oral/injection)) interacts with polatuzumab vedotin,1
Digoxin (digoxin (oral/injection)) interacts with sofosbuvir,0
Harvoni (ledipasvir and sofosbuvir) interacts with enzalutamide,1
Agamree (vamorolone) interacts with capecitabine,0
Prilosec (omeprazole) interacts with inebilizumab-cdon,0
Zoryve (roflumilast topical) interacts with chlorthalidone,0
Urocit-K (potassium citrate) interacts with methimazole,0
Naproxen (naproxen) interacts with dabigatran,1
Norflex (orphenadrine) interacts with risperidone (oral),0
Bystolic (nebivolol) interacts with levofloxacin (oral),0
Levodopa inhalation (levodopa inhalation) interacts with telotristat ethyl,0
Halcion (triazolam) interacts with tramadol,1
Ciprofloxacin (ciprofloxacin (oral)) interacts with cyclosporine ophthalmic,0
Ambien (zolpidem) interacts with remifentanil,1
Camzyos (mavacamten) interacts with mitotane,1
Fenofibrate (fenofibrate) interacts with safinamide,0
Sitagliptin (sitagliptin) interacts with risankizumab,0
Zydelig (idelalisib) interacts with quetiapine,1
Premarin (conjugated estrogens (oral)) interacts with anisindione,1
Fludrocortisone (fludrocortisone) interacts with leflunomide,1
Ibrance (palbociclib) interacts with cisapride,1
Ambien (zolpidem) interacts with levorphanol,1
Juvisync (simvastatin and sitagliptin) interacts with benralizumab,0
Uzedy (risperidone (injection)) interacts with clozapine,1
Solifenacin interacts with ivabradine,1
Ingrezza (valbenazine) interacts with insulin aspart,0
Captopril (captopril) interacts with candesartan,1
Xopenex HFA (levalbuterol inhalation) interacts with solifenacin,1
Amantadine (amantadine) interacts with bisoprolol,0
Xalkori (crizotinib) interacts with ublituximab-xiiy,0
Flecainide (flecainide) interacts with moxifloxacin,1
Agamree (vamorolone) interacts with glucagon,0
Zytiga (abiraterone) interacts with escitalopram,1
Qsymia (phentermine and topiramate) interacts with rituximab,0
Inderal (propranolol) interacts with aminophylline,1
Tramadol (tramadol) interacts with pegcetacoplan ophthalmic,0
Empaveli (pegcetacoplan) interacts with certolizumab,1
Montelukast (montelukast) interacts with indomethacin (oral),0
Nitrofurantoin (nitrofurantoin) interacts with cocaine topical,1
Colazal (balsalazide) interacts with cidofovir,1
"Xermelo (telotristat ethyl) interacts with telmisartan, amlodipine, and indapamide",0
Zometa (zoledronic acid) interacts with ferrous sulfate,0
Jadenu (deferasirox) interacts with Pneumococcal 20-valent conjugate vaccine,0
Enzalutamide (enzalutamide) interacts with polyethylene glycol 3350,0
Xulane (ethinyl estradiol and norelgestromin) interacts with empagliflozin and linagliptin,0
Erleada (apalutamide) interacts with enzalutamide,0
Zestril (lisinopril) interacts with letrozole,0
Elevidys (delandistrogene moxeparvovec-rokl) interacts with trabectedin,1
Herceptin (trastuzumab) interacts with clozapine,1
Oxazepam (oxazepam) interacts with brexanolone,1
Spiriva (tiotropium inhalation) interacts with brompheniramine,1
Juvisync (simvastatin and sitagliptin) interacts with gatifloxacin,1
Uloric (febuxostat) interacts with azathioprine,1
Jentadueto (linagliptin and metformin) interacts with topiramate,1
Trimethoprim (trimethoprim) interacts with procaine penicillin,1
Sildenafil (sildenafil (oral)) interacts with amobarbital,1
Cequa Eye Drops (cyclosporine ophthalmic) interacts with fluocinolone ophthalmic,1
Benztropine (benztropine (oral/injection)) interacts with ketamine,1
Entyvio (vedolizumab) interacts with ropinirole (oral),0
Hydromorphone (hydromorphone (oral)) interacts with nabumetone,0
"Humulin R (Concentrated) (U-500) (insulin regular, concentrated (U-500)) interacts with eslicarbazepine",0
Norflex (orphenadrine) interacts with oxycodone,1
Auvi-Q (epinephrine injection (auto-injector)) interacts with rizatriptan,0
Zyban (bupropion) interacts with anifrolumab-fnia,0
Cabenuva (cabotegravir and rilpivirine) interacts with calcium gluconate,1
Lo Loestrin FE (ethinyl estradiol and norethindrone acetate) interacts with vilazodone,0
Advil (ibuprofen) interacts with iothalamate,1
Myrbetriq (mirabegron) interacts with fluphenazine (oral/injection),0
Trimethoprim (trimethoprim) interacts with aripiprazole lauroxil (injection),0
Mavyret (glecaprevir and pibrentasvir) interacts with venetoclax,1
Vraylar (cariprazine) interacts with zanubrutinib,0
Clotrimazole (clotrimazole) interacts with sirolimus,1
Otezla (apremilast) interacts with cemiplimab,1
Escitalopram (escitalopram) interacts with cabozantinib,1
Abilify Asimtufii (aripiprazole) interacts with papaverine,1
Stiolto Respimat (olodaterol and tiotropium) interacts with levobunolol ophthalmic,1
Nucala (mepolizumab) interacts with sertraline,0
Hydrocodone (hydrocodone (oral)) interacts with mavacamten,1
Rinvoq (upadacitinib) interacts with mycophenolate mofetil,1
Mavyret (glecaprevir and pibrentasvir) interacts with telotristat ethyl,0
Triamterene (triamterene) interacts with divalproex sodium,0
Nexium (esomeprazole magnesium (oral)) interacts with atazanavir,1
Lexapro (escitalopram) interacts with empagliflozin,0
Xeomin (incobotulinumtoxinA) interacts with cisatracurium,1
Winlevi (clascoterone) interacts with finerenone,0
Cholecalciferol (cholecalciferol (vitamin D3)) interacts with degarelix,0
Glucophage (metformin) interacts with yellow fever vaccine,0
Rytary (carbidopa and levodopa) interacts with chlorhexidine topical,0
Zykadia (ceritinib) interacts with zonisamide,0
Naprosyn (naproxen) interacts with atezolizumab,0
Ilumya (tildrakizumab) interacts with lisinopril,0
Tysabri (natalizumab) interacts with chlorpheniramine,0
Sucralfate (sucralfate (oral)) interacts with codeine,0
Eliquis (apixaban) interacts with linagliptin and metformin,0
Urispas (flavoxate) interacts with sibutramine,1
Prozac (fluoxetine) interacts with sodium polystyrene sulfonate,0
Vamorolone interacts with teriflunomide,1
Ecotrin (aspirin (oral)) interacts with rivaroxaban,1
Zometa (zoledronic acid) interacts with tenofovir alafenamide,1
Ziprasidone (ziprasidone (oral/injection)) interacts with remifentanil,1
Xgeva (denosumab) interacts with fexinidazole,1
Zenpep (pancrelipase) interacts with golimumab,0
Celecoxib (celecoxib) interacts with triamcinolone (oral),0
Lovenox (enoxaparin) interacts with ibuprofen,1
Pentasa (mesalamine (oral)) interacts with eculizumab,0
Venclexta (venetoclax) interacts with fexofenadine,0
"Oriahnn (elagolix, estradiol, and norethindrone) interacts with lumateperone",0
Phenylephrine (phenylephrine) interacts with methylene blue,1
"Sulfamethoxazole and trimethoprim (sulfamethoxazole and trimethoprim (oral/injection)) interacts with typhoid vaccine, live",1
Oxcarbazepine (oxcarbazepine) interacts with levonorgestrel,1
Chlorpheniramine (chlorpheniramine) interacts with pergolide,1
Venofer Injection (iron sucrose (injection)) interacts with tranexamic acid (Cyklokapron),0
Lofexidine (lofexidine) interacts with insulin lispro,0
NuvaRing (ethinyl estradiol and etonogestrel (vaginal ring)) interacts with anisindione,1
Abilify (aripiprazole) interacts with pramipexole,0
Nabumetone (nabumetone) interacts with bromfenac,1
Montelukast (montelukast) interacts with nitisinone,1
Paracetamol (paracetamol) interacts with teriflunomide,1
Buprenorphine (buprenorphine) interacts with brivaracetam,1
"Fentanyl (fentanyl) interacts with sofosbuvir, velpatasvir, and voxilaprevir",0
Entecavir (entecavir) interacts with risperidone (oral),0
"Jynneos (smallpox and Mpox vaccine, live, non-replicating) interacts with temsirolimus",1
Neomycin (neomycin) interacts with ascorbic acid (vitamin C),0
Diphenhydramine (diphenhydramine) interacts with eliglustat,1
Venclexta (venetoclax) interacts with metformin and sitagliptin,0
Gentamicin topical (gentamicin topical) interacts with atomoxetine,0
Sunosi (solriamfetol) interacts with mesalamine (oral),0
GoLYTELY (polyethylene glycol electrolyte solution) interacts with fremanezumab-vfrm,0
Bismuth subsalicylate (bismuth subsalicylate) interacts with ertapenem,0
Concerta (methylphenidate (oral)) interacts with tranylcypromine,1
Itraconazole (itraconazole) interacts with levonorgestrel intrauterine system,0
Indomethacin (indomethacin (oral)) interacts with immune globulin intravenous,1
Janumet XR (metformin and sitagliptin) interacts with iodamide,1
Retevmo (selpercatinib) interacts with piperacillin and tazobactam,0
Requip (ropinirole (oral)) interacts with molindone,1
Fludrocortisone (fludrocortisone) interacts with ponesimod,1
Nivolumab (nivolumab) interacts with toripalimab-tpzi,0
Dextromethorphan (dextromethorphan) interacts with phenelzine,1
Somatuline Depot (lanreotide) interacts with miglitol,1
Quetiapine (quetiapine) interacts with iomeprol,1
Aspirin (aspirin (oral)) interacts with vancomycin (oral),0
"Nitrofurantoin (nitrofurantoin) interacts with cholera vaccine, live",1
Empaveli (pegcetacoplan) interacts with tofacitinib,1
Leukeran (chlorambucil) interacts with etanercept,1
Zoledronic acid (zoledronic acid) interacts with fluconazole,0
Glycopyrrolate (glycopyrrolate (oral/injection)) interacts with iopamidol,0
Diovan (valsartan) interacts with finerenone,1
Ketamine (Ketamine) interacts with promethazine (oral),0
Voltaren (diclofenac) interacts with ibrutinib,1
Viagra (sildenafil (oral)) interacts with amobarbital,1
Boniva (ibandronate (oral/injection)) interacts with metrizamide,1
Diflucan (fluconazole) interacts with buspirone,1
Gabarone (gabapentin) interacts with amoxicillin and clavulanate potassium,0
Keppra (levetiracetam (oral/injection)) interacts with nabilone,1
Klor-Con (potassium chloride) interacts with ethinyl estradiol and norethindrone acetate,0
Imuran (azathioprine) interacts with teriflunomide,1
Benztropine (benztropine (oral/injection)) interacts with brexanolone,1
Insulin aspart (insulin aspart) interacts with grepafloxacin,1
Entyvio (vedolizumab) interacts with lorlatinib,0
Lasix (furosemide) interacts with neomycin,1
Invega Sustenna (paliperidone (injection)) interacts with droperidol,1
Temazepam (temazepam) interacts with buprenorphine,1
Ticagrelor (ticagrelor) interacts with aducanumab,1
Rivastigmine (rivastigmine (oral)) interacts with buprenorphine (injection),0
Aleve (naproxen) interacts with sulindac,1
Relafen (nabumetone) interacts with mipomersen,1
Hydrochlorothiazide (hydrochlorothiazide) interacts with pimozide,1
Ublituximab (ublituximab) interacts with etanercept,0
Quinapril (quinapril) interacts with finerenone,1
Zovirax (acyclovir (oral)) interacts with hydromorphone (oral),0
QuilliChew ER (methylphenidate hydrochloride) interacts with lorcaserin,1
Flomax (tamsulosin) interacts with adagrasib,1
Fluvoxamine (fluvoxamine) interacts with apixaban,0
Levothyroxine (levothyroxine (oral/injection)) interacts with zoledronic acid,0
"Biktarvy (bictegravir, emtricitabine, tenofovir) interacts with phenazopyridine",0
Gemcitabine (gemcitabine) interacts with imatinib,0
Colace (docusate) interacts with sulfasalazine,0
Bystolic (nebivolol) interacts with fingolimod,1
Wellbutrin (bupropion) interacts with ustekinumab-kfce,0
Bavencio (avelumab) interacts with azithromycin,0
Juvisync (simvastatin and sitagliptin) interacts with azathioprine,0
Zantac (ranitidine) interacts with selexipag (oral/injection),0
Inlyta (axitinib) interacts with voriconazole,1
Ravulizumab (ravulizumab-cwvz) interacts with methocarbamol,0
Lutathera (lutetium Lu 177 dotatate) interacts with temsirolimus,1
Oxcarbazepine (oxcarbazepine) interacts with metformin and sitagliptin,0
Camzyos (mavacamten) interacts with lecanemab,0
Exemestane (exemestane) interacts with estradiol,1
Enzalutamide (enzalutamide) interacts with bupropion,0
Berotralstat interacts with pemigatinib,1
Urecholine (bethanechol) interacts with influenza virus vaccine (nasal),0
Inlyta (axitinib) interacts with galantamine,0
"Amlodipine (amlodipine) interacts with cobicistat, elvitegravir, emtricitabine, and tenofovir",0
Guanfacine (guanfacine) interacts with belzutifan,1
Aleve (naproxen) interacts with isoniazid,0
Mavorixafor (mavorixafor) interacts with venetoclax,1
Magnesium citrate (magnesium citrate) interacts with quinapril,0
Eplerenone (eplerenone) interacts with ribociclib,1
Gemtesa (vibegron) interacts with candesartan,0
Premarin (conjugated estrogens (oral)) interacts with tranexamic acid,1
Kineret (anakinra) interacts with zolpidem,0
Ofev (nintedanib) interacts with levoketoconazole,1
Janumet XR (metformin and sitagliptin) interacts with iodixanol,1
Descovy (emtricitabine and tenofovir alafenamide) interacts with clobetasol topical,0
Xigduo XR (dapagliflozin and metformin) interacts with amlodipine,0
Zonisamide (zonisamide) interacts with doxepin,1
Topamax (topiramate) interacts with triflupromazine,1
Risperdal (risperidone (oral)) interacts with droperidol,1
Zonisamide (zonisamide) interacts with nan,0
Fluvoxamine (fluvoxamine) interacts with cladribine (oral),0
Plan B (levonorgestrel emergency contraceptive) interacts with dostarlimab-gxly,0
Cobenfy (xanomeline and trospium chloride) interacts with dimenhydrinate,0
Quinidine (quinidine (oral/injection)) interacts with hydroxychloroquine,1
Tamsulosin (tamsulosin) interacts with nan,0
Benazepril (benazepril) interacts with ragweed pollen allergen extract,1
Neupro Skin Patches (rotigotine (transdermal)) interacts with methocarbamol,0
Tecfidera (dimethyl fumarate) interacts with pexidartinib,1
Venclexta (venetoclax) interacts with rolapitant,1
Hydrea (hydroxyurea) interacts with ozanimod,1
Sildenafil (sildenafil (oral)) interacts with idelalisib,1
Telotristat ethyl interacts with methadone,1
GlycoLax (polyethylene glycol 3350) interacts with chlorothiazide,1
Uzedy (risperidone (injection)) interacts with efavirenz,1
"Excedrin Migraine (acetaminophen, aspirin, and caffeine) interacts with enasidenib",0
Sitagliptin (sitagliptin) interacts with nan,0
Quillivant XR (methylphenidate (oral)) interacts with pimozide,1
Zoryve (roflumilast topical) interacts with ritonavir,1
Fulvestrant (fulvestrant) interacts with alendronate,0
Nplate (romiplostim) interacts with modafinil,0
Keytruda (pembrolizumab) interacts with ribociclib,1
Incruse Ellipta (umeclidinium) interacts with orphenadrine,1
Tavneos (avacopan) interacts with piperacillin and tazobactam,0
Benicar (olmesartan) interacts with trimethoprim,1
Amantadine (amantadine) interacts with ondansetron (oral),0
Hibiclens (chlorhexidine topical) interacts with icosapent,0
Modafinil (modafinil) interacts with lacosamide (oral/injection),0
Valsartan (valsartan) interacts with desvenlafaxine,0
Medrol (methylprednisolone (oral)) interacts with talimogene laherparepvec,1
Olmesartan (olmesartan) interacts with enalapril,1
Amitriptyline interacts with escitalopram,1
Janumet (metformin and sitagliptin) interacts with dolutegravir,1
Hydrocodone (hydrocodone (oral)) interacts with quinine,0
Ezetimibe (ezetimibe) interacts with darunavir,1
Codeine (codeine) interacts with dupilumab,0
Clindamycin (clindamycin) interacts with givosiran,1
Ongentys (opicapone) interacts with thiothixene,1
Adderall XR (amphetamine and dextroamphetamine) interacts with escitalopram,1
Ginger (ginger) interacts with rivastigmine (oral),0
Iclusig (ponatinib) interacts with palbociclib,0
Janumet (metformin and sitagliptin) interacts with topiramate,1
Carbidopa and levodopa (carbidopa and levodopa) interacts with clobetasol topical,0
Finerenone (finerenone) interacts with ampicillin and sulbactam,0
Flomax (tamsulosin) interacts with idelalisib,1
Breyanzi (lisocabtagene maraleucel) interacts with indomethacin (oral),0
Ranolazine (ranolazine) interacts with dextroamphetamine,0
Jevtana (cabazitaxel) interacts with diazepam (oral),0
Hydrea (hydroxyurea) interacts with levothyroxine,0
Velcade (bortezomib) interacts with bupropion and dextromethorphan,0
Kevzara (sarilumab) interacts with acyclovir (oral),0
Tretinoin Topical (tretinoin) interacts with sulfur topical,1
Amiodarone (amiodarone tablets (oral)) interacts with haloperidol,1
Actos (pioglitazone (oral)) interacts with quinestrol,1
Xcopri (cenobamate) interacts with ranolazine,1
Incruse Ellipta (umeclidinium) interacts with flavoxate,0
Pramipexole (pramipexole) interacts with pimozide,1
Hydrochlorothiazide and losartan (hydrochlorothiazide and losartan) interacts with ravulizumab-cwvz,0
Rinvoq (upadacitinib) interacts with lifileucel,1
Bevacizumab (Bevacizumab) interacts with radium 223 dichloride,1
Sotalol (sotalol) interacts with degarelix,0
Degarelix (degarelix) interacts with fingolimod,1
Febuxostat (febuxostat) interacts with teriflunomide,1
"Fioricet (acetaminophen, butalbital, and caffeine) interacts with chlorthalidone",0
Somavert (pegvisomant) interacts with oliceridine,1
Roxicodone (oxycodone) interacts with sotorasib,1
Plan B (levonorgestrel emergency contraceptive) interacts with dabrafenib,1
Eligard (leuprolide) interacts with phenylephrine nasal,0
Zileuton (zileuton) interacts with exemestane,0
Verzenio (abemaciclib) interacts with alemtuzumab,1
Flecainide (flecainide) interacts with saquinavir,1
Enspryng (satralizumab-mwge) interacts with exemestane,0
Crestor (rosuvastatin) interacts with levoketoconazole,1
Enalapril (enalapril (oral/injection)) interacts with amitriptyline,0
Uptravi (selexipag (oral/injection)) interacts with propranolol,1
Raloxifene (raloxifene) interacts with tofacitinib,1
Hiprex (methenamine) interacts with meropenem,0
Alunbrig (brigatinib) interacts with alemtuzumab,1
Glyxambi (empagliflozin and linagliptin) interacts with zanubrutinib,0
Viagra (sildenafil (oral)) interacts with isavuconazonium,1
Eplerenone (eplerenone) interacts with potassium guaiacolsulfonate,1
Evenity (romosozumab) interacts with eszopiclone,0
Rivaroxaban (rivaroxaban) interacts with apixaban,1
Donepezil (donepezil) interacts with carbidopa and levodopa,0
Oxtellar XR (oxcarbazepine) interacts with alirocumab,0
Jatenzo (testosterone oral) interacts with methadone (oral/injection),0
Wellbutrin XL (bupropion) interacts with ethinyl estradiol and norethindrone acetate,0
Sunosi (solriamfetol) interacts with tirzepatide,0
Hydrochlorothiazide and triamterene (hydrochlorothiazide and triamterene) interacts with ziprasidone,1
Lactulose (lactulose (oral)) interacts with lofexidine,1
Rizatriptan (rizatriptan) interacts with montelukast,0
Jadenu (deferasirox) interacts with meropenem,0
Candesartan (candesartan) interacts with ranolazine,0
Kevzara (sarilumab) interacts with dengue vaccine,1
Toujeo SoloStar (insulin glargine) interacts with nan,0
Atogepant interacts with zanubrutinib,0
Vitamin D3 (cholecalciferol (vitamin D3)) interacts with lisdexamfetamine,0
Aricept (donepezil) interacts with zileuton,0
Oxycodone interacts with ceritinib,1
Beyfortus (nirsevimab-alip) interacts with guselkumab,0
"Triumeq (abacavir, dolutegravir, and lamivudine) interacts with mipomersen",1
Valproic acid (valproic acid (oral/injection)) interacts with mipomersen,1
Oxybutynin (oxybutynin (oral)) interacts with fenofibrate,0
"Genvoya (cobicistat, elvitegravir, emtricitabine, and tenofovir) interacts with gentamicin",1
Aubagio (teriflunomide) interacts with heparin (injection),0
Bystolic (nebivolol) interacts with sodium nitrite,1
12 Hour Nasal Decongestant (oxymetazoline nasal) interacts with ritodrine,1
Saphnelo (anifrolumab-fnia) interacts with voclosporin,1
Relafen (nabumetone) interacts with exemestane,0
Haldol (haloperidol (oral)) interacts with bicalutamide,1
Potassium Chloride (potassium chloride) interacts with orphenadrine,1
4-Way (phenylephrine nasal) interacts with lisdexamfetamine,0
Soma (carisoprodol) interacts with fentanyl,1
Imdur (isosorbide mononitrate) interacts with riociguat,1
Sernivo Spray (betamethasone diproprionate 0.05%) interacts with exenatide,1
Tadalafil (tadalafil) interacts with clarithromycin,1
Zenpep (pancrelipase) interacts with evolocumab,0
Leqembi (lecanemab) interacts with betrixaban,1
Rebif (interferon beta-1a) interacts with diazepam (oral),0
Enzalutamide (enzalutamide) interacts with brigatinib,1
Ferrous fumarate (ferrous fumarate) interacts with trovafloxacin,1
Neomycin (neomycin) interacts with gallium nitrate,1
Gavreto (pralsetinib) interacts with mitapivat,1
Yervoy (ipilimumab) interacts with enoxaparin,1
Quazepam (quazepam) interacts with guselkumab,0
"Myfembree (relugolix, estradiol and norethindrone acetate) interacts with ritonavir",1
Uceris Tablets (budesonide (oral)) interacts with siponimod,1
Trelstar (triptorelin) interacts with amantadine,0
Sotalol (sotalol) interacts with dolasetron,1
Zydelig (idelalisib) interacts with blinatumomab,0
Lunesta (eszopiclone) interacts with voriconazole,1
Norvasc (amlodipine) interacts with glipizide and metformin,0
Buspirone (buspirone) interacts with c1 esterase inhibitor subcutaneous (human),0
Yupelri Inhalation (revefenacin (inhalation)) interacts with olanzapine,1
Jubbonti (denosumab-bbdz) interacts with deucravacitinib,1
Ferrous sulfate (ferrous sulfate) interacts with pantoprazole,1
Quinine (quinine) interacts with mesalamine (oral),0
Repaglinide (repaglinide (oral)) interacts with nalidixic acid,1
Vicodin (acetaminophen and hydrocodone) interacts with omega-3 polyunsaturated fatty acids,0
Alecensa (alectinib) interacts with lisocabtagene maraleucel,0
Urocit-K (potassium citrate) interacts with eltrombopag,0
Glucotrol (glipizide) interacts with teriflunomide,0
Histrelin (implant) (histrelin (implant)) interacts with crizotinib,1
Primidone (primidone) interacts with isradipine,1
Cimzia (certolizumab) interacts with atenolol,0
Pegcetacoplan eye injections (pegcetacoplan ophthalmic) interacts with tetracycline,0
Carvedilol (carvedilol) interacts with ripretinib,0
Raloxifene (raloxifene) interacts with carvedilol,0
Hytrin (terazosin) interacts with fluoxetine,0
Berotralstat interacts with bromocriptine,1
Zyvox (linezolid (oral/injection)) interacts with gabapentin,0
Kenalog-40 (triamcinolone acetonide 40mg/mL) interacts with linagliptin and metformin,0
Xelstrym (dextroamphetamine) interacts with phenelzine,1
Cyclobenzaprine (cyclobenzaprine) interacts with triamcinolone acetonide 40mg/mL,0
Zanaflex (tizanidine) interacts with etrasimod,1
Perindopril (perindopril) interacts with olmesartan,1
Diflucan (fluconazole) interacts with fentanyl,1
Captopril (captopril) interacts with naloxone,0
Finasteride interacts with galantamine,0
Pramipexole (pramipexole) interacts with aripiprazole,1
Suboxone (buprenorphine and naloxone (oral/sublingual)) interacts with zoledronic acid,0
Pradaxa (dabigatran) interacts with temsirolimus,1
Hydrochlorothiazide and telmisartan (hydrochlorothiazide and telmisartan) interacts with trandolapril,1
Flonase Nasal Spray (fluticasone nasal) interacts with indinavir,1
Gabapentin (gabapentin) interacts with buprenorphine,1
"Exemestane (exemestane) interacts with human papillomavirus (HPV) vaccine, 9-valent",0
Vyvanse (lisdexamfetamine) interacts with sparfloxacin,1
Impoyz cream (clobetasol propionate 0.025%) interacts with toripalimab-tpzi,0
"Xywav (calcium oxybate, magnesium oxybate, potassium oxybate, and sodium oxybate) interacts with trazodone",1
Simponi (golimumab) interacts with budesonide,0
Omvoh (mirikizumab-mrkz) interacts with fexinidazole,1
Warfarin (warfarin (oral)) interacts with lorlatinib,0
Diphenhydramine (diphenhydramine) interacts with isoniazid,0
Injectafer (ferric carboxymaltose injection) interacts with enalaprilat,1
Flecainide (flecainide) interacts with anagrelide,1
Krazati (adagrasib) interacts with prochlorperazine,1
Ferrous sulfate (ferrous sulfate) interacts with pazopanib,0
Aromasin (exemestane) interacts with estramustine,1
Flomax (tamsulosin) interacts with conivaptan,1
Urispas (flavoxate) interacts with topiramate,1
Hydrea (hydroxyurea) interacts with natalizumab,1
Rifampin (rifampin (oral/injection)) interacts with tramadol,0
Nilandron (nilutamide) interacts with iloperidone,1
Syfovre (pegcetacoplan) interacts with pegvaliase,1
Ecotrin (aspirin (oral)) interacts with valsartan,0
Vraylar (cariprazine) interacts with phenytoin (oral),0
Sudafed (pseudoephedrine) interacts with nan,0
Triamterene (triamterene) interacts with azilsartan medoxomil,1
Beyfortus (nirsevimab-alip) interacts with paracetamol,0
Hydroxyzine (hydroxyzine) interacts with chloroquine,1
Sabril (vigabatrin) interacts with deferoxamine,1
Epidiolex (cannabidiol) interacts with mipomersen,1
Cefdinir (cefdinir) interacts with ferrous fumarate,1
Zyban (bupropion) interacts with phentermine,1
"Breztri (budesonide, glycopyrrolate, and formoterol fumarate) interacts with certolizumab",1
"Methotrexate (methotrexate (oral)) interacts with cholera vaccine, live",1
Nilandron (nilutamide) interacts with ketorolac (oral/injection),0
Cabenuva (cabotegravir and rilpivirine) interacts with ivabradine,1
Nilutamide (nilutamide) interacts with bepridil,1
Inrebic (fedratinib) interacts with imatinib,0
Sulfamethoxazole and trimethoprim (sulfamethoxazole and trimethoprim (oral/injection)) interacts with acyclovir (oral),0
Roflumilast Topical interacts with erythromycin,1
Niacin (niacin (nicotinic acid)) interacts with mirabegron,0
Nortriptyline (nortriptyline) interacts with mirtazapine,1
Valacyclovir (valacyclovir) interacts with indapamide,0
Celecoxib (celecoxib) interacts with triamcinolone topical,0
BuSpar (buspirone) interacts with sibutramine,1
Cosentyx (secukinumab) interacts with mumps virus vaccine,1
Fluphenazine (fluphenazine (oral/injection)) interacts with amisulpride,1
Aricept (donepezil) interacts with sildenafil (oral),0
Candesartan (candesartan) interacts with rosuvastatin,0
Quinapril (quinapril) interacts with eprosartan,1
